archive_sha256	index	kind	original_member	size	sha256	retained_path
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	237	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/HANDOFF.md	1413	083cb626ca4ef71ce5b58b80129b34dfccee72dacb1b703c46167476e01adea7	objects/08/083cb626ca4ef71ce5b58b80129b34dfccee72dacb1b703c46167476e01adea7.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	238	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/MANIFEST.json	3183	39b4dde34c8032e0dfe4ab1e381777e27fae4a13efb4c46eff86160fe98a54b5	objects/39/39b4dde34c8032e0dfe4ab1e381777e27fae4a13efb4c46eff86160fe98a54b5.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	239	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/PROOFS.md	9005	8f71938250fa62e0952c6de06575a1d5b6dc40d0206aef794aa9174918c17963	objects/8f/8f71938250fa62e0952c6de06575a1d5b6dc40d0206aef794aa9174918c17963.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	240	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/README.md	1138	600ea2c7c15c186450d131f3e90d778061b0b48650db81ace6132cac63aa22e2	objects/60/600ea2c7c15c186450d131f3e90d778061b0b48650db81ace6132cac63aa22e2.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	241	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/REPORT.md	3331	0ab5c7b09e9b7c388f92f3afd731f80ac8c20d434c6efe77a7a6f9919685000b	objects/0a/0ab5c7b09e9b7c388f92f3afd731f80ac8c20d434c6efe77a7a6f9919685000b.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	242	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/RESEARCH_LOG.md	1210	aabdbf06e5d6c4014224d997c93429b62075ded6587237ec2bb92ed4e3fc6edd	objects/aa/aabdbf06e5d6c4014224d997c93429b62075ded6587237ec2bb92ed4e3fc6edd.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	243	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/SHA256SUMS	1624	be0ae6947ad61002ebc654b635cc7ff0544b3e5aa7733b5b185ea2b6edf9d270	objects/be/be0ae6947ad61002ebc654b635cc7ff0544b3e5aa7733b5b185ea2b6edf9d270.txt
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	244	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/SOURCE_ADOPTION.md	1703	bd0914e173ec5572a89dbd6b92cf3f3bff3dd025cec8d2a0cc3b328c24fe0796	objects/bd/bd0914e173ec5572a89dbd6b92cf3f3bff3dd025cec8d2a0cc3b328c24fe0796.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	245	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/code/certify.py	14231	8a4b5872048b8dbfefffebff3d3e90bd3fe99c89ab6fad8b0978ddb0ac2a8604	objects/8a/8a4b5872048b8dbfefffebff3d3e90bd3fe99c89ab6fad8b0978ddb0ac2a8604.py
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	246	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/code/exact_algebra.py	2216	0040d6aa974c7771f69c53e5df35daaece4e0b30bb93b892e00bd0db6c10981c	objects/00/0040d6aa974c7771f69c53e5df35daaece4e0b30bb93b892e00bd0db6c10981c.py
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	247	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/outputs/certificate.json	24663	9bfa6e155f58fa15977a7c1b129fcc1ebc1450418196e99b54cc00a36f39b4bf	objects/9b/9bfa6e155f58fa15977a7c1b129fcc1ebc1450418196e99b54cc00a36f39b4bf.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	248	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/outputs/rows_50.json	4393526	a7bc0244086a662ad7b11ca0c44d360f2dd9ccc0d4fc30ce5e7286da70d9fc8a	objects/a7/a7bc0244086a662ad7b11ca0c44d360f2dd9ccc0d4fc30ce5e7286da70d9fc8a.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	249	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/outputs/rows_752.json	4248546	032307629c10cdf5ad806d141dc51537f38c1e5db41dbe61374638bda8ed290f	objects/03/032307629c10cdf5ad806d141dc51537f38c1e5db41dbe61374638bda8ed290f.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	250	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/outputs/terminals.json	2379	fecf1c9d0af81ff16b242cbdb6e690a127ab0a71b9f274de751b1e84eeb2f482	objects/fe/fecf1c9d0af81ff16b242cbdb6e690a127ab0a71b9f274de751b1e84eeb2f482.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	251	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/sources/C16_HANDOFF.md	1694	d6ec6e82f00b62c8f481c884bd0a2039ed870cb4de01b7b833e1f968d82abe35	objects/d6/d6ec6e82f00b62c8f481c884bd0a2039ed870cb4de01b7b833e1f968d82abe35.md
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	252	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/sources/OVERVIEW-2026-09-22.md.txt	4397	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	objects/4a/4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5.txt
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	253	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/sources/bft_exception_pairs.json	1161	ca60d16194055bd76c0ad849e0d3e8a5a1a5c0e76d1f4a7d95d323bae1b185a4	objects/ca/ca60d16194055bd76c0ad849e0d3e8a5a1a5c0e76d1f4a7d95d323bae1b185a4.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	254	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/sources/input_hashes.json	700	b4d120ab566bd5aa5e64e096827c7f3376e6c7565efb92343050c772ff8651fb	objects/b4/b4d120ab566bd5aa5e64e096827c7f3376e6c7565efb92343050c772ff8651fb.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	255	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/ROUNDS/C17/B699-C17-high3-position5-closure-20260924/sources/kernel16.json	8298	37050b4e4e21bfc3116b9b5683f14c9276187eb30b893a18249f6d877ddd0dc6	objects/37/37050b4e4e21bfc3116b9b5683f14c9276187eb30b893a18249f6d877ddd0dc6.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	256	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/SHA256SUMS	36156	cb7cbe1a075acec233828765c69b7a1429d50f9d22479a396c17029b3323ee1b	objects/cb/cb7cbe1a075acec233828765c69b7a1429d50f9d22479a396c17029b3323ee1b.txt
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	257	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C07/B699-C7-q4-character-center-20260922-validation.json	343	aa80721c938e0f015f574ff66cefabf1557fb77f978eafaeb3d42de528f4e061	objects/aa/aa80721c938e0f015f574ff66cefabf1557fb77f978eafaeb3d42de528f4e061.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	258	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C08/B699-C8-res10-spart-finiteness-20260922-validation.json	828	c5b000a1f70252bbc226789cb9f6491000afeb83dee601c0fbf0de2284a06494	objects/c5/c5b000a1f70252bbc226789cb9f6491000afeb83dee601c0fbf0de2284a06494.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	259	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C09/B699-C9-bft-full-near-closure-20260922-validation.json	443	638cee0182ac6c6e6970ed5a62746d151852bff5cf99d3ce85b282591518fe56	objects/63/638cee0182ac6c6e6970ed5a62746d151852bff5cf99d3ce85b282591518fe56.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	260	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C10/B699-C10-central-dominance-20260922-validation.json	508	18dd2c043420a2abe19bdd3cc85fddef438d1dabfae6b460141dc3e5748cf585	objects/18/18dd2c043420a2abe19bdd3cc85fddef438d1dabfae6b460141dc3e5748cf585.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	261	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C11/B699-C11-res10-k16-closure-20260922-validation.json	444	43e575d04454064ae57a9c5523d8a12663c54c93db049d1680ddb208858669b8	objects/43/43e575d04454064ae57a9c5523d8a12663c54c93db049d1680ddb208858669b8.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	262	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C12/B699-C12-h025-effective-finiteness-20260922-validation.json	479	90b981345a6e87457bad9548ad34d58298b227d3053c78b61b83ff0488774342	objects/90/90b981345a6e87457bad9548ad34d58298b227d3053c78b61b83ff0488774342.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	263	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C13/B699-C13-worst-shell-closure-20260922-validation.json	517	a82f9cb2d3e27274e63469bf5dae609b70b09857c9b17c588d2d276b12eef7d9	objects/a8/a82f9cb2d3e27274e63469bf5dae609b70b09857c9b17c588d2d276b12eef7d9.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	264	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C14/B699-C14-all-pure-source-shells-20260922-validation.json	610	4036b48ce5d8ae0b28d0e6c3cd3cf6980bf1373345014f6ccae3b358dfcd90d2	objects/40/4036b48ce5d8ae0b28d0e6c3cd3cf6980bf1373345014f6ccae3b358dfcd90d2.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	265	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C15/B699-C15-no-central-q5-closure-20260922-validation.json	493	36aa4347393ae03effa947e6e1865ba66e6c8c684dd95405a1d40310341cda6e	objects/36/36aa4347393ae03effa947e6e1865ba66e6c8c684dd95405a1d40310341cda6e.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	266	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C16/B699-C16-h025-two-tail-closure-20260924-validation.json	787	50e6e2b637d80ff7ee55e09ee323ea9f06daa70d8b2f042a6784c89d539569b8	objects/50/50e6e2b637d80ff7ee55e09ee323ea9f06daa70d8b2f042a6784c89d539569b8.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	267	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VALIDATION_RECEIPTS/C17/B699-C17-high3-position5-closure-20260924-validation.json	968	d05611a23da0e2fd38dd15bf2eaa0cb1d9561787a016e0bc71fe0c413d618d38	objects/d0/d05611a23da0e2fd38dd15bf2eaa0cb1d9561787a016e0bc71fe0c413d618d38.json
13960db49ab66a1b29335ef0729aa877464f1a5084091531e25d5a3f66ad662c	268	ordinary	C-B699-ALL-SESSION-OUTPUTS-2026-09-24/VERSION_NOTES.md	2401	d705232d96e981aae1c2c8f43bb97f49e74306ac7264cb28e247c7099e241b63	objects/d7/d705232d96e981aae1c2c8f43bb97f49e74306ac7264cb28e247c7099e241b63.md
386901cadbfceed19e4718bf9d07c39c2c4c8b46d6cce4bd2ce170cc59c830e5	40	archive	C-B699-open-FULL-SESSION-ARCHIVE-2026-09-24/CONTENT/sha256/13/13f30a972219b1b6c5b2c42070230eeae213d09e0deb8d5e9abd9f33d713c1ae__B699-C12-h025-effective-finiteness-20260922-evidence.zip	28627	13f30a972219b1b6c5b2c42070230eeae213d09e0deb8d5e9abd9f33d713c1ae	
386901cadbfceed19e4718bf9d07c39c2c4c8b46d6cce4bd2ce170cc59c830e5	73	archive	C-B699-open-FULL-SESSION-ARCHIVE-2026-09-24/CONTENT/sha256/26/26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41__B699-C24-positive-k30-four-closure-20260924-evidence.zip	61076	26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	0	ordinary	B699-C24-positive-k30-four-closure-20260924/FAILURES.md	1552	00ebc7db4c04d5fdef0fa5be38aec7e5022b419fa9086a0f183cda8f8dbbe45e	objects/00/00ebc7db4c04d5fdef0fa5be38aec7e5022b419fa9086a0f183cda8f8dbbe45e.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	1	ordinary	B699-C24-positive-k30-four-closure-20260924/HANDOFF.md	1494	caf6954e7d9b2d28bf77b5b8d856d0550500113c4661d571e4e3f27c69f1a5e9	objects/ca/caf6954e7d9b2d28bf77b5b8d856d0550500113c4661d571e4e3f27c69f1a5e9.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	2	ordinary	B699-C24-positive-k30-four-closure-20260924/INDEX.md	2480	a81a38d811deb7766709652e9978384bf86701f2e7887480a025b9e9cde9a368	objects/a8/a81a38d811deb7766709652e9978384bf86701f2e7887480a025b9e9cde9a368.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	3	ordinary	B699-C24-positive-k30-four-closure-20260924/MANIFEST.json	5211	86577574e671711f907300c558779fcdea3a4924f2d188123115dea866229aa9	objects/86/86577574e671711f907300c558779fcdea3a4924f2d188123115dea866229aa9.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	4	ordinary	B699-C24-positive-k30-four-closure-20260924/PROOFS.md	10893	fdddfa8c65656f2b3feb8375466d92584360d64e9acfca9744c063fe959283c8	objects/fd/fdddfa8c65656f2b3feb8375466d92584360d64e9acfca9744c063fe959283c8.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	5	ordinary	B699-C24-positive-k30-four-closure-20260924/README.md	803	c16e48a265c6bb72be9387622c707e0ed238a2e2bfdfc7ce3c7189d31d0e09cc	objects/c1/c16e48a265c6bb72be9387622c707e0ed238a2e2bfdfc7ce3c7189d31d0e09cc.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	6	ordinary	B699-C24-positive-k30-four-closure-20260924/REPLAY.sh	89	fc4dbae26af5720c410c319f01d164d0fd09782fbfe1de923aa42a7b3067328f	objects/fc/fc4dbae26af5720c410c319f01d164d0fd09782fbfe1de923aa42a7b3067328f.sh
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	7	ordinary	B699-C24-positive-k30-four-closure-20260924/REPORT.md	3050	636b1624904446cb426f55a9114a660a759d1f290d6110612b9b500a9e2f5826	objects/63/636b1624904446cb426f55a9114a660a759d1f290d6110612b9b500a9e2f5826.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	8	ordinary	B699-C24-positive-k30-four-closure-20260924/RESEARCH_LOG.md	1486	106106047c7e7ec8bff33edb8779fc2829268d96262fb7f0999c7206cedf1655	objects/10/106106047c7e7ec8bff33edb8779fc2829268d96262fb7f0999c7206cedf1655.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	9	ordinary	B699-C24-positive-k30-four-closure-20260924/SHA256SUMS	2780	b14c9c906d3f0edba4b89cfab6eb009730ee16b12095483688094c0a6d69a866	objects/b1/b14c9c906d3f0edba4b89cfab6eb009730ee16b12095483688094c0a6d69a866.txt
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	10	ordinary	B699-C24-positive-k30-four-closure-20260924/SOURCE_ADOPTION.md	1526	c5cae5085f2fe719fd8a4871624f65877388b7d4d64d080f1ae46e17a4c1668f	objects/c5/c5cae5085f2fe719fd8a4871624f65877388b7d4d64d080f1ae46e17a4c1668f.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	11	ordinary	B699-C24-positive-k30-four-closure-20260924/code/certify.py	16066	9228bf882252334158fb382e0278a75989e600a292c44f5fac090391e02ceb17	objects/92/9228bf882252334158fb382e0278a75989e600a292c44f5fac090391e02ceb17.py
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	12	ordinary	B699-C24-positive-k30-four-closure-20260924/code/exact_algebra.py	2216	0040d6aa974c7771f69c53e5df35daaece4e0b30bb93b892e00bd0db6c10981c	objects/00/0040d6aa974c7771f69c53e5df35daaece4e0b30bb93b892e00bd0db6c10981c.py
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	13	ordinary	B699-C24-positive-k30-four-closure-20260924/discovery/README.md	816	022bf11023f74ea3e196423cc3600c25c4bebad594d075d3d3310ac100a1bb05	objects/02/022bf11023f74ea3e196423cc3600c25c4bebad594d075d3d3310ac100a1bb05.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	14	ordinary	B699-C24-positive-k30-four-closure-20260924/discovery/interpolation.py	1495	5b91e46885b912e4bb1498b085ea6515f4a51948b42c17dca284ab57d2548ada	objects/5b/5b91e46885b912e4bb1498b085ea6515f4a51948b42c17dca284ab57d2548ada.py
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	15	ordinary	B699-C24-positive-k30-four-closure-20260924/discovery/interpolation_seed.json	2240	c89793b4dfb8b704302de92f4064c4aa8326ff1cda6c955b66c7465c435b00c5	objects/c8/c89793b4dfb8b704302de92f4064c4aa8326ff1cda6c955b66c7465c435b00c5.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	16	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/BFT_usage.json	212	a1e7e3657cf86935a5d90f1fcf0bd5b669ad8c2938a8d1c36968c8d9db842eb5	objects/a1/a1e7e3657cf86935a5d90f1fcf0bd5b669ad8c2938a8d1c36968c8d9db842eb5.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	17	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/FRONTIER.json	17913	ff1a993500665b061f221b49ee2fab62897d00d6163ffc600c4c67c689950c56	objects/ff/ff1a993500665b061f221b49ee2fab62897d00d6163ffc600c4c67c689950c56.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	18	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/classification.json	1620	52d57b148c7888cf5b08229b4860da76ac96936c01a97f14f296ce1740de2131	objects/52/52d57b148c7888cf5b08229b4860da76ac96936c01a97f14f296ce1740de2131.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	19	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/discovery_replay.log	124	bf6a4d76ea0d6afefc8267805c2a98a2f93a5315c5ea96e54e06b097b370f098	objects/bf/bf6a4d76ea0d6afefc8267805c2a98a2f93a5315c5ea96e54e06b097b370f098.log
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	20	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/kernel_certificate.json	15043	3ae771654d8f2af97d455223be5e1a9718c339e7a7f48eb479ea30e265b15822	objects/3a/3ae771654d8f2af97d455223be5e1a9718c339e7a7f48eb479ea30e265b15822.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	21	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/mutation_tests.json	407	d5207def9bb7b842aeb7f6a79a2bfb4832d633043b3c3598f15e68d60082f9c2	objects/d5/d5207def9bb7b842aeb7f6a79a2bfb4832d633043b3c3598f15e68d60082f9c2.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	22	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/replay.log	725	6e41af2bf9d440cea2a859a04d3f16686dcb12b4b2871c7093210757d78c9b0b	objects/6e/6e41af2bf9d440cea2a859a04d3f16686dcb12b4b2871c7093210757d78c9b0b.log
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	23	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/rows_3_5.json	18017	0d588c8ee86a9f19683ff01ec3c372687df63a76df31eddd998b391c485dbe4a	objects/0d/0d588c8ee86a9f19683ff01ec3c372687df63a76df31eddd998b391c485dbe4a.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	24	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/rows_5_3.json	36800	a8562bf54be7a07424a6189534439647a9eb25354928be202811a5a1359d7d90	objects/a8/a8562bf54be7a07424a6189534439647a9eb25354928be202811a5a1359d7d90.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	25	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/summary.json	725	6e41af2bf9d440cea2a859a04d3f16686dcb12b4b2871c7093210757d78c9b0b	objects/6e/6e41af2bf9d440cea2a859a04d3f16686dcb12b4b2871c7093210757d78c9b0b.log
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	26	ordinary	B699-C24-positive-k30-four-closure-20260924/outputs/terminals.json	4117	a3aaf1afbfd78ccbcc9ee1eed6bde8e3e9e0cfa6cb83f34cfc3957b4dd8ec04b	objects/a3/a3aaf1afbfd78ccbcc9ee1eed6bde8e3e9e0cfa6cb83f34cfc3957b4dd8ec04b.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	27	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/BFT_INPUT.json	2130	e07373f2636c3f98cd31c32ad37dc4a4caa63a536a4091be2064e34041ca8c1d	objects/e0/e07373f2636c3f98cd31c32ad37dc4a4caa63a536a4091be2064e34041ca8c1d.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	28	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/C23_FRONTIER.json	18152	0bc9d935b4d31eb7d3a9501aabfa4e1b7ece22ddd6957c69359578eec5e8dd86	objects/0b/0bc9d935b4d31eb7d3a9501aabfa4e1b7ece22ddd6957c69359578eec5e8dd86.json
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	29	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/C23_HANDOFF.md	1477	f2da695ad957513ca61633381f21216d9dbaf1ae43b4b7b8dc55b51f705ec8fa	objects/f2/f2da695ad957513ca61633381f21216d9dbaf1ae43b4b7b8dc55b51f705ec8fa.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	30	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/C23_PROOFS.md	9844	26cd6e4290f07d21f783a33f57ccae7a6dde1ded8f7a15d0239f129ef1dbace5	objects/26/26cd6e4290f07d21f783a33f57ccae7a6dde1ded8f7a15d0239f129ef1dbace5.md
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	31	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/OVERVIEW-2026-09-22.md.txt	4397	4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5	objects/4a/4ad5a387242d834c57d08cebf011ed82507bd5f9bf661589a323f98b480c56c5.txt
26d6e20f8a574268299e158e51141425e9ad86922f1f3b814a6078618bf6ef41	32	ordinary	B699-C24-positive-k30-four-closure-20260924/sources/terminal_sources.json	2465	eb1716d2d5fc350e67fa4e7cbc521de30212f9bfd3098e408cc2a1f4560fe9da	objects/eb/eb1716d2d5fc350e67fa4e7cbc521de30212f9bfd3098e408cc2a1f4560fe9da.json
386901cadbfceed19e4718bf9d07c39c2c4c8b46d6cce4bd2ce170cc59c830e5	88	archive	C-B699-open-FULL-SESSION-ARCHIVE-2026-09-24/CONTENT/sha256/2e/2eca9432ed884db226ef25a690f31b8156771ad8e0993ac41c4d9c48334932fd__B699-C17-high3-position5-closure-20260924-evidence.zip	3057291	2eca9432ed884db226ef25a690f31b8156771ad8e0993ac41c4d9c48334932fd	
386901cadbfceed19e4718bf9d07c39c2c4c8b46d6cce4bd2ce170cc59c830e5	101	archive	C-B699-open-FULL-SESSION-ARCHIVE-2026-09-24/CONTENT/sha256/37/375f78cd12e6d6307467a4164f9faa2607179c2328b86863a15365abbd3fad91__B699-C22-positive-k12-48-closure-20260924-evidence.zip	107615	375f78cd12e6d6307467a4164f9faa2607179c2328b86863a15365abbd3fad91	
375f78cd12e6d6307467a4164f9faa2607179c2328b86863a15365abbd3fad91	0	ordinary	B699-C22-positive-k12-48-closure-20260924/FAILURES.md	1245	be5268c1f80ed36a96bff9868eab958c7f63e6c2c1aadc3901dc30a3bf95f1a5	objects/be/be5268c1f80ed36a96bff9868eab958c7f63e6c2c1aadc3901dc30a3bf95f1a5.md
375f78cd12e6d6307467a4164f9faa2607179c2328b86863a15365abbd3fad91	1	ordinary	B699-C22-positive-k12-48-closure-20260924/HANDOFF.md	1709	5d1d79f01015f5685cb31f53ebb4de9f28dbd78958f6202d24ed64aece097d52	objects/5d/5d1d79f01015f5685cb31f53ebb4de9f28dbd78958f6202d24ed64aece097d52.md
375f78cd12e6d6307467a4164f9faa2607179c2328b86863a15365abbd3fad91	2	ordinary	B699-C22-positive-k12-48-closure-20260924/INDEX.md	2571	774a033216e32a1933914d227dc040fb805345d118999a3ba1f1ef108ce27b1e	objects/77/774a033216e32a1933914d227dc040fb805345d118999a3ba1f1ef108ce27b1e.md
